"event_name","event_type","event_id","event_date_start_date","event_date_status","event_seatmap_url","event_place_name","event_place_id","event_place_postalcode","event_place_location_lat","event_place_location_long","event_classification_segment_id","event_classification_segment_name","event_classification_genre_id","event_classification_genre_name","event_classification_subgenre_id","event_classification_subgenre_name","venue_name","venue_type","venue_id","venue_postalcode","venue_location_long","venue_location_lat","venue_upcoming_event_total"
"Portland Winterhawks vs. Seattle Thunderbirds","event","vvG1HZ4wRh69RT","2019-12-15","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/80491s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAdI","Hockey","KZazBEonSMnZfZ7vFEt","Minor League","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Jeff Dunham: Seriously","event","vvG1HZ4wRoJ6I0","2020-04-24","offsale","https://s1.ticketm.net/tmimages/venue/maps/sea/74021s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7vAe1","Comedy","KZazBEonSMnZfZ7vF17","Comedy","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"PBR: Pendleton Whisky Velocity Tour","event","vvG1HZ4wSPDQ8c","2020-01-18","offsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59317s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAev","Pop","KZazBEonSMnZfZ7vkEl","Pop Rock","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Dermot Kennedy: Without Fear Tour","event","vvG1HZ4wU-RKny","2020-01-28","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/80961s.gif","Theater of the Clouds at Moda Center","KovZpZAJ6E6A","97227","45.53156475","-122.6668336","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Theater of the Clouds at Moda Center","venue","KovZpZAJ6E6A","97227","-122.6668336","45.53156475","3"
"WWE Presents NXT Live!","event","vvG1HZ4YEl5UJn","2019-10-17","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/95396s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAAk","Wrestling","KZazBEonSMnZfZ7vFna","Wrestling","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Portland Trail Blazers vs. Phoenix Suns","event","vvG1HZ4Yh1DN_Q","2019-10-12","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Denver Nuggets","event","vvG1HZ4Yh1XN_V","2019-10-08","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/95347s.gif","Veterans Memorial Coliseum","KovZpZAJ67kA","97208","45.533299","-122.667442","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Veterans Memorial Coliseum","venue","KovZpZAJ67kA","97208","-122.667442","45.533299","24"
"Bring Me The Horizon - Threesome Tour","event","vvG1HZ4Yh9yggb","2019-10-14","onsale","n/a","Theater of the Clouds at Moda Center","KovZpZAJ6E6A","97227","45.53156475","-122.6668336","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Theater of the Clouds at Moda Center","venue","KovZpZAJ6E6A","97227","-122.6668336","45.53156475","3"
"Trans-Siberian Orchestra 2019 Presented By Hallmark Channel","event","vvG1HZ4YN084FW","2019-11-23","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/95462s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Trans-Siberian Orchestra 2019 Presented By Hallmark Channel","event","vvG1HZ4YN0a4FI","2019-11-23","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/95462s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAeA","Rock","KZazBEonSMnZfZ7v6F1","Pop","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Los Angeles Lakers","event","vvG1HZ4YSA-KK2","2019-12-28","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Boston Celtics","event","vvG1HZ4YSAcNfG","2020-02-25","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Houston Rockets","event","vvG1HZ4YSAEKKt","2020-03-15","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Brooklyn Nets","event","vvG1HZ4YSAHdfw","2019-11-08","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Chicago Bulls","event","vvG1HZ4YSAHSfz","2019-11-29","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Houston Rockets","event","vvG1HZ4YSAidfA","2020-01-29","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. LA Clippers","event","vvG1HZ4YSAIdKc","2020-04-15","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Utah Jazz","event","vvG1HZ4YSAiSf6","2020-02-01","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Golden State Warriors","event","vvG1HZ4YSAJNKE","2020-01-20","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Milwaukee Bucks","event","vvG1HZ4YSAldKH","2020-01-11","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Sacramento Kings","event","vvG1HZ4YSAmNf2","2020-03-07","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Los Angeles Lakers","event","vvG1HZ4YSAOKK5","2019-12-06","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Golden State Warriors","event","vvG1HZ4YSAPSKP","2019-12-18","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Utah Jazz","event","vvG1HZ4YSARKfK","2020-04-02","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Denver Nuggets","event","vvG1HZ4YSAsdf9","2020-04-09","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Philadelphia 76ers","event","vvG1HZ4YSASdfL","2019-11-02","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Minnesota Timberwolves","event","vvG1HZ4YSASSfx","2019-12-21","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. New Orleans Pelicans","event","vvG1HZ4YSATN4e","2019-12-23","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Denver Nuggets","event","vvG1HZ4YSAwdfh","2019-10-23","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Oklahoma City Thunder","event","vvG1HZ4YSAWSfB","2019-12-08","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Orlando Magic","event","vvG1HZ4YSAXNfH","2019-12-20","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Memphis Grizzlies","event","vvG1HZ4YSAYKf4","2020-04-05","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Opera Presents Bajazet","event","vvG1HZ4YSIE08p","2020-03-22","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Portland Opera Presents Bajazet","event","vvG1HZ4YSIIf8b","2020-03-24","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Portland Opera Presents Bajazet","event","vvG1HZ4YSIJV8f","2020-03-20","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Portland Opera Presents Bajazet","event","vvG1HZ4YSIn78E","2020-03-28","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Portland Opera Presents Bajazet","event","vvG1HZ4YSIt78Q","2020-03-26","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/17440s.gif","Newmark Theatre","KovZpZA7klvA","97201","45.5044355","-122.6855578","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Newmark Theatre","venue","KovZpZA7klvA","97201","-122.6855578","45.5044355","28"
"Portland Trail Blazers vs. Toronto Raptors","event","vvG1HZ4YSk1KpF","2019-11-13","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Charlotte Hornets","event","vvG1HZ4YSk2dp0","2020-01-13","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Oklahoma City Thunder","event","vvG1HZ4YSk5KpG","2019-11-27","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Dallas Mavericks","event","vvG1HZ4YSk6N4s","2020-03-19","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. New Orleans Pelicans","event","vvG1HZ4YSk7K4j","2020-02-21","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Washington Wizards","event","vvG1HZ4YSk8dpE","2020-03-04","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Phoenix Suns","event","vvG1HZ4YSk8SpS","2020-03-10","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Detroit Pistons","event","vvG1HZ4YSkAK4O","2020-02-23","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Atlanta Hawks","event","vvG1HZ4YSkaKpk","2019-11-10","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Phoenix Suns","event","vvG1HZ4YSkCKpj","2019-12-30","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Miami Heat","event","vvG1HZ4YSkdK43","2020-02-09","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. San Antonio Spurs","event","vvG1HZ4YSkeN4u","2020-02-06","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Cleveland Cavaliers","event","vvG1HZ4YSkFN4X","2020-04-07","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Sacramento Kings","event","vvG1HZ4YSkGdp8","2019-12-04","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. New York Knicks","event","vvG1HZ4YSkGSp3","2019-12-10","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Memphis Grizzlies","event","vvG1HZ4YSkkS4t","2020-03-12","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Indiana Pacers","event","vvG1HZ4YSkvN45","2020-01-26","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Trail Blazers vs. Dallas Mavericks","event","vvG1HZ4YSkZK4k","2020-01-23","onsale","https://s1.ticketm.net/tmimages/venue/maps/sea/59232s.gif","Moda Center","KovZpa6MXe","97227","45.53118896","-122.6664581","KZFzniwnSyZfZ7v7nE","Sports","KnvZfZ7vAde","Basketball","KZazBEonSMnZfZ7vFJA","NBA","Moda Center","venue","KovZpa6MXe","97227","-122.6664581","45.53118896","82"
"Portland Opera Presents An American Quartet","event","vvG1HZ4YxN7Sd7","2020-02-13","onsale","n/a","Hampton Opera Center","KovZ917A_Pf","97214","45.506196","-122.664029","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Hampton Opera Center","venue","KovZ917A_Pf","97214","-122.664029","45.506196","4"
"Portland Opera Presents An American Quartet","event","vvG1HZ4Yxx0Nei","2020-02-11","onsale","n/a","Hampton Opera Center","KovZ917A_Pf","97214","45.506196","-122.664029","KZFzniwnSyZfZ7v7na","Arts & Theatre","KnvZfZ7v7lk","Opera","KZazBEonSMnZfZ7v7la","Opera","Hampton Opera Center","venue","KovZ917A_Pf","97214","-122.664029","45.506196","4"
"Charlie Hunter w/ Lucy Woodward","event","Z7r9jZ1Ae_g-E","2019-12-05","onsale","n/a","Mississippi Studios","ZFr9jZaa7k","97227","45.543499","-122.674202","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvv","Alternative","KZazBEonSMnZfZ7vAvn","Alternative Rock","Mississippi Studios","venue","ZFr9jZaa7k","97227","-122.674202","45.543499","22"
"Robert Forster","event","Z7r9jZ1Ae_J_b","2019-11-09","onsale","n/a","Mississippi Studios","ZFr9jZaa7k","97227","45.543499","-122.674202","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvl","Other","KZazBEonSMnZfZ7vk1I","Other","Mississippi Studios","venue","ZFr9jZaa7k","97227","-122.674202","45.543499","22"
"Julian Lage","event","Z7r9jZ1AebUA8","2019-10-11","onsale","n/a","Mississippi Studios","ZFr9jZaa7k","97227","45.543499","-122.674202","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvl","Other","KZazBEonSMnZfZ7vk1I","Other","Mississippi Studios","venue","ZFr9jZaa7k","97227","-122.674202","45.543499","22"
"Dune Rats","event","Z7r9jZ1Aej04g","2019-11-09","onsale","n/a","Bunk Bar","Z7r9jZadE1","97214","45.513901","-122.642799","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvl","Other","KZazBEonSMnZfZ7vk1I","Other","Bunk Bar","venue","Z7r9jZadE1","97214","-122.642799","45.513901","12"
"Jerry Paper","event","Z7r9jZ1Aej40N","2019-10-05","onsale","n/a","Mississippi Studios","ZFr9jZaa7k","97227","45.543499","-122.674202","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvl","Other","KZazBEonSMnZfZ7vk1I","Other","Mississippi Studios","venue","ZFr9jZaa7k","97227","-122.674202","45.543499","22"
"Mikal Cronin","event","Z7r9jZ1AejKo9","2019-11-08","onsale","n/a","Mississippi Studios","ZFr9jZaa7k","97227","45.543499","-122.674202","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvv","Alternative","KZazBEonSMnZfZ7vAvn","Alternative Rock","Mississippi Studios","venue","ZFr9jZaa7k","97227","-122.674202","45.543499","22"
"Lithics","event","Z7r9jZ1AejPjs","2019-10-16","onsale","n/a","Mississippi Studios","ZFr9jZaa7k","97227","45.543499","-122.674202","KZFzniwnSyZfZ7v7nJ","Music","KnvZfZ7vAvl","Other","KZazBEonSMnZfZ7vk1I","Other","Mississippi Studios","venue","ZFr9jZaa7k","97227","-122.674202","45.543499","22"
